Charging Point Number,Transaction Start,Charge Start,Charge End,Transaction End,Start Wh,End Wh,Total Wh,Connect Time
6143,16/01/2021 14:44:15,16/01/2021 14:44:19,16/01/2021 16:28:33,16/01/2021 16:28:33,1143648,1150012,6364,104
6189,16/01/2021 12:02:14,16/01/2021 12:02:15,16/01/2021 16:04:59,16/01/2021 16:05:01,274672854,274686349,13495,242
6161,16/01/2021 21:42:09,16/01/2021 21:42:15,16/01/2021 21:42:15,16/01/2021 21:42:15,305330285,305330285,0,0
6120,16/01/2021 15:43:03,16/01/2021 15:43:07,16/01/2021 17:51:19,17/01/2021 08:12:42,577899,584834,6935,989
6136,17/01/2021 10:00:12,17/01/2021 10:00:15,17/01/2021 14:43:23,17/01/2021 14:57:41,1245063,1261910,16847,297
6118,17/01/2021 10:22:12,17/01/2021 10:22:15,17/01/2021 13:41:12,17/01/2021 16:23:49,2117137,2125240,8103,361
6120,17/01/2021 11:59:22,17/01/2021 11:59:28,17/01/2021 17:44:34,17/01/2021 18:35:06,584844,602659,17815,395
6175,16/01/2021 19:54:16,16/01/2021 19:54:17,17/01/2021 12:32:22,17/01/2021 12:32:24,274890859,274907369,16510,998
6104,17/01/2021 15:37:51,17/01/2021 15:37:56,17/01/2021 15:38:06,17/01/2021 15:38:06,190798,190803,5,0
6104,17/01/2021 15:38:46,17/01/2021 15:38:47,17/01/2021 17:57:54,17/01/2021 17:57:54,190804,198706,7902,139
6132,17/01/2021 15:34:35,17/01/2021 15:34:38,17/01/2021 16:25:30,17/01/2021 16:25:34,3202113,3204898,2785,50
6104,17/01/2021 15:38:46,17/01/2021 15:38:47,17/01/2021 17:57:54,17/01/2021 17:57:54,190804,198706,7902,139
6104,17/01/2021 15:38:46,17/01/2021 15:38:47,17/01/2021 17:57:54,17/01/2021 17:57:54,190804,198706,7902,139
6119,17/01/2021 13:18:50,17/01/2021 13:18:52,18/01/2021 04:37:32,18/01/2021 06:44:14,718158,765667,47509,1045
6189,17/01/2021 17:20:45,17/01/2021 17:20:48,18/01/2021 08:11:17,18/01/2021 08:11:19,274686399,274703177,16778,890
6175,18/01/2021 19:01:32,18/01/2021 19:01:37,19/01/2021 01:44:41,19/01/2021 10:40:20,274907430,274926739,19309,938
6193,18/01/2021 15:46:29,18/01/2021 15:46:34,18/01/2021 17:59:03,19/01/2021 08:48:45,292653,299723,7070,1022
6189,18/01/2021 17:08:00,18/01/2021 17:08:01,19/01/2021 03:53:15,19/01/2021 09:15:12,274703195,274736405,33210,967
6175,18/01/2021 19:01:32,18/01/2021 19:01:37,19/01/2021 01:44:41,19/01/2021 10:40:20,274907430,274926739,19309,938
6175,18/01/2021 19:01:32,18/01/2021 19:01:37,19/01/2021 01:44:41,19/01/2021 10:40:20,274907430,274926739,19309,938
6118,19/01/2021 10:10:38,19/01/2021 10:10:41,19/01/2021 18:25:36,19/01/2021 19:06:44,2125327,2153828,28501,536
6120,19/01/2021 17:23:27,19/01/2021 17:23:31,19/01/2021 19:31:03,20/01/2021 08:12:57,602779,609748,6969,889
6193,20/01/2021 09:20:26,20/01/2021 09:20:30,20/01/2021 11:33:36,20/01/2021 15:04:41,299772,306882,7110,344
6120,20/01/2021 13:51:05,20/01/2021 13:51:51,20/01/2021 18:57:55,20/01/2021 18:57:57,609763,623255,13492,306
6118,21/01/2021 08:30:20,21/01/2021 08:30:23,21/01/2021 12:01:00,21/01/2021 15:29:41,2153875,2162322,8447,419
6125,21/01/2021 12:17:39,21/01/2021 12:17:44,21/01/2021 15:22:19,21/01/2021 15:23:57,137034,142509,5475,186
6193,21/01/2021 15:46:10,21/01/2021 15:46:14,21/01/2021 17:52:50,21/01/2021 17:53:28,306934,314007,7073,127
6175,21/01/2021 19:12:11,21/01/2021 19:12:12,21/01/2021 19:12:39,21/01/2021 19:13:09,274926852,274926852,0,0
6104,21/01/2021 19:51:21,21/01/2021 19:51:26,21/01/2021 22:28:03,21/01/2021 22:28:16,199002,208662,9660,156
6120,22/01/2021 06:39:42,22/01/2021 06:39:47,22/01/2021 07:54:09,22/01/2021 07:54:47,623366,627715,4349,75
6193,22/01/2021 11:43:24,22/01/2021 11:43:29,22/01/2021 13:54:43,22/01/2021 14:55:44,314046,321090,7044,192
6120,22/01/2021 10:51:36,22/01/2021 10:51:40,22/01/2021 16:58:59,22/01/2021 17:06:16,627723,638446,10723,374
6118,22/01/2021 15:47:34,22/01/2021 15:47:35,22/01/2021 20:01:59,22/01/2021 20:02:30,2162354,2168423,6069,254
6175,21/01/2021 19:13:35,21/01/2021 19:13:36,22/01/2021 21:42:24,22/01/2021 21:42:26,274926852,274960769,33917,1588
6163,23/01/2021 08:20:24,23/01/2021 08:20:28,23/01/2021 09:02:31,23/01/2021 09:03:32,290574461,290576896,2435,43
6116,23/01/2021 15:57:40,23/01/2021 15:57:41,23/01/2021 15:57:47,23/01/2021 15:59:03,424571,424572,1,1
6143,23/01/2021 15:59:26,23/01/2021 15:59:30,23/01/2021 20:06:36,23/01/2021 20:06:36,1150370,1165311,14941,247
6116,23/01/2021 15:59:27,23/01/2021 15:59:28,23/01/2021 15:59:33,23/01/2021 16:04:53,424572,424572,0,5
6175,24/01/2021 08:11:09,24/01/2021 08:11:13,24/01/2021 14:59:57,24/01/2021 15:53:33,274960838,274980438,19600,462
6175,24/01/2021 08:11:09,24/01/2021 08:11:13,24/01/2021 14:59:57,24/01/2021 15:53:33,274960838,274980438,19600,462
6175,24/01/2021 08:11:09,24/01/2021 08:11:13,24/01/2021 14:59:57,24/01/2021 15:53:33,274960838,274980438,19600,462
6182,24/01/2021 11:05:07,24/01/2021 11:05:12,24/01/2021 14:47:39,24/01/2021 18:08:14,273176262,273185461,9199,423
6136,24/01/2021 22:29:01,24/01/2021 22:29:03,25/01/2021 02:47:22,25/01/2021 02:47:24,1262340,1276983,14643,258
6189,24/01/2021 15:45:50,24/01/2021 15:45:53,25/01/2021 08:24:10,25/01/2021 08:24:12,274736653,274756088,19435,998
6133,25/01/2021 10:47:59,25/01/2021 10:48:03,25/01/2021 18:17:57,25/01/2021 18:19:16,425039,444763,19724,451
6151,24/01/2021 14:37:00,24/01/2021 14:37:01,25/01/2021 13:12:53,25/01/2021 13:12:56,101677444,101752799,75355,1355
6118,25/01/2021 16:04:13,25/01/2021 16:04:31,25/01/2021 21:17:08,25/01/2021 21:17:16,2168518,2186672,18154,313
6189,25/01/2021 20:03:03,25/01/2021 20:03:04,26/01/2021 06:37:59,26/01/2021 06:38:01,274756112,274767503,11391,634
6118,26/01/2021 08:30:37,26/01/2021 08:30:52,26/01/2021 10:19:56,26/01/2021 10:36:14,2186691,2192605,5914,125
6155,26/01/2021 10:54:30,26/01/2021 10:54:35,26/01/2021 15:29:52,26/01/2021 15:30:14,271859416,271873138,13722,275
6182,26/01/2021 13:53:52,26/01/2021 13:53:59,26/01/2021 15:32:37,26/01/2021 15:32:43,273185570,273191495,5925,98
6143,26/01/2021 15:35:06,26/01/2021 15:35:09,26/01/2021 19:56:34,26/01/2021 19:56:34,1165463,1180808,15345,261
6189,26/01/2021 15:54:56,26/01/2021 15:54:58,27/01/2021 06:35:01,27/01/2021 06:35:03,274767521,274796210,28689,880
6175,27/01/2021 18:07:22,27/01/2021 18:07:26,28/01/2021 00:28:38,28/01/2021 10:49:22,274980587,274998916,18329,1002
6104,27/01/2021 20:47:41,27/01/2021 20:47:47,28/01/2021 00:14:44,28/01/2021 06:33:35,209093,218988,9895,585
6189,27/01/2021 17:02:34,27/01/2021 17:02:36,28/01/2021 00:53:21,28/01/2021 06:38:29,274796231,274819887,23656,815
6193,28/01/2021 09:31:55,28/01/2021 09:32:00,28/01/2021 11:44:36,28/01/2021 12:01:39,321373,328502,7129,149
6193,28/01/2021 09:31:55,28/01/2021 09:32:00,28/01/2021 11:44:36,28/01/2021 12:01:39,321373,328502,7129,149
6193,28/01/2021 09:31:55,28/01/2021 09:32:00,28/01/2021 11:44:36,28/01/2021 12:01:39,321373,328502,7129,149
6193,28/01/2021 09:31:55,28/01/2021 09:32:00,28/01/2021 11:44:36,28/01/2021 12:01:39,321373,328502,7129,149
6193,28/01/2021 09:31:55,28/01/2021 09:32:00,28/01/2021 11:44:36,28/01/2021 12:01:39,321373,328502,7129,149
6177,28/01/2021 14:25:09,28/01/2021 14:25:11,28/01/2021 14:48:45,28/01/2021 14:49:03,62405,63759,1354,23
6104,28/01/2021 21:22:17,28/01/2021 21:22:22,29/01/2021 00:47:02,29/01/2021 06:38:03,219033,229050,10017,555
6189,28/01/2021 15:40:51,28/01/2021 15:40:54,29/01/2021 07:13:48,29/01/2021 07:13:50,274819905,274848855,28950,932
6177,29/01/2021 15:19:59,29/01/2021 15:20:01,29/01/2021 15:22:47,29/01/2021 15:22:55,63808,63973,165,2
6175,29/01/2021 13:53:56,29/01/2021 13:53:57,29/01/2021 21:02:17,29/01/2021 21:02:19,274998970,275024405,25435,428
6189,29/01/2021 15:38:41,29/01/2021 15:38:43,30/01/2021 01:13:22,30/01/2021 09:08:52,274848872,274878390,29518,1050
6127,30/01/2021 11:58:11,30/01/2021 11:58:15,30/01/2021 14:59:04,30/01/2021 14:59:11,205135,216498,11363,181
6187,30/01/2021 12:02:40,30/01/2021 12:02:42,30/01/2021 14:57:23,30/01/2021 14:57:25,27660,37167,9507,174
6143,31/01/2021 10:25:41,31/01/2021 10:25:44,31/01/2021 14:56:39,31/01/2021 14:57:20,1181039,1197186,16147,271
6175,30/01/2021 22:43:36,30/01/2021 22:43:37,31/01/2021 11:35:01,31/01/2021 11:35:03,275024457,275040102,15645,771
6186,31/01/2021 11:57:43,31/01/2021 11:57:47,01/02/2021 00:10:03,01/02/2021 07:28:07,272946649,272987470,40821,1170
6132,31/01/2021 12:07:24,31/01/2021 12:07:24,31/01/2021 12:07:24,31/01/2021 12:09:22,3205560,3205560,0,1
6132,31/01/2021 12:11:34,31/01/2021 12:11:34,31/01/2021 12:11:34,31/01/2021 12:11:41,3205560,3205560,0,0
6132,31/01/2021 12:12:17,31/01/2021 12:12:25,31/01/2021 15:26:48,31/01/2021 15:27:00,3205560,3215977,10417,194
6188,31/01/2021 12:32:19,31/01/2021 12:32:20,31/01/2021 22:37:29,31/01/2021 22:55:06,274278142,274311036,32894,622
6184,30/01/2021 17:01:44,30/01/2021 17:01:45,31/01/2021 11:45:18,31/01/2021 14:08:52,384534,449884,65350,1267
6143,31/01/2021 14:57:47,31/01/2021 14:57:52,31/01/2021 17:38:27,31/01/2021 17:38:30,1197186,1206158,8972,160
6136,31/01/2021 15:05:02,31/01/2021 15:05:07,31/01/2021 21:29:39,31/01/2021 22:02:01,1277370,1299665,22295,416
6168,31/01/2021 14:24:59,31/01/2021 14:25:06,31/01/2021 16:18:01,31/01/2021 16:18:57,273718902,273724772,5870,113
6184,31/01/2021 17:05:04,31/01/2021 17:05:08,31/01/2021 22:01:07,31/01/2021 22:01:26,449892,462947,13055,296
6189,31/01/2021 15:39:43,31/01/2021 15:39:45,31/01/2021 17:05:13,31/01/2021 17:05:15,274878451,274883198,4747,85
6104,31/01/2021 12:08:08,31/01/2021 12:08:13,31/01/2021 17:34:53,31/01/2021 17:53:01,229212,245786,16574,344
6189,31/01/2021 17:38:44,31/01/2021 17:38:46,01/02/2021 07:03:09,01/02/2021 07:03:11,274883199,274888712,5513,804
6172,01/02/2021 08:52:56,01/02/2021 08:52:57,01/02/2021 10:47:08,01/02/2021 12:39:38,304565382,304570430,5048,226
6112,01/02/2021 18:14:35,01/02/2021 18:14:37,01/02/2021 19:12:45,01/02/2021 19:12:59,137782,141188,3406,58
6186,01/02/2021 11:34:30,01/02/2021 11:34:31,01/02/2021 21:56:23,01/02/2021 21:56:45,272987479,273025205,37726,622
6189,01/02/2021 14:50:26,01/02/2021 14:50:28,02/02/2021 06:37:00,02/02/2021 06:37:02,274888728,274920671,31943,946
6118,01/02/2021 21:52:22,01/02/2021 21:52:35,02/02/2021 07:06:18,02/02/2021 07:06:36,2192943,2225186,32243,554
6175,02/02/2021 16:01:00,02/02/2021 16:01:02,02/02/2021 19:35:00,02/02/2021 19:35:04,275040207,275053261,13054,214
6189,02/02/2021 15:45:21,02/02/2021 15:45:23,03/02/2021 06:32:55,03/02/2021 06:32:57,274920689,274944823,24134,887
6175,03/02/2021 22:47:25,03/02/2021 22:47:26,03/02/2021 22:48:06,03/02/2021 22:48:29,275053316,275053337,21,1
6189,03/02/2021 17:20:30,03/02/2021 17:20:32,04/02/2021 06:42:22,04/02/2021 06:42:24,274944844,274979330,34486,801
6193,04/02/2021 09:19:22,04/02/2021 09:19:27,04/02/2021 11:27:20,04/02/2021 13:40:11,328841,335684,6843,260
6115,04/02/2021 18:30:17,04/02/2021 18:30:17,04/02/2021 18:30:17,04/02/2021 18:33:15,425567,425567,0,2
6115,04/02/2021 18:33:32,04/02/2021 18:33:32,04/02/2021 18:33:32,04/02/2021 18:34:00,425568,425568,0,0
6155,04/02/2021 15:58:55,04/02/2021 15:58:59,04/02/2021 18:36:07,04/02/2021 18:36:26,271873786,271878354,4568,157
6155,04/02/2021 15:58:55,04/02/2021 15:58:59,04/02/2021 18:36:07,04/02/2021 18:36:26,271873786,271878354,4568,157
6155,04/02/2021 15:58:55,04/02/2021 15:58:59,04/02/2021 18:36:07,04/02/2021 18:36:26,271873786,271878354,4568,157
6175,03/02/2021 22:48:47,03/02/2021 22:48:49,04/02/2021 18:44:54,04/02/2021 18:44:56,275053337,275059436,6099,1196
6175,03/02/2021 22:48:47,03/02/2021 22:48:49,04/02/2021 18:44:54,04/02/2021 18:44:56,275053337,275059436,6099,1196
6175,03/02/2021 22:48:47,03/02/2021 22:48:49,04/02/2021 18:44:54,04/02/2021 18:44:56,275053337,275059436,6099,1196
6175,04/02/2021 20:22:02,04/02/2021 20:22:06,05/02/2021 00:33:20,05/02/2021 13:23:49,275059439,275067035,7596,1021
6189,04/02/2021 16:20:43,04/02/2021 16:20:45,05/02/2021 06:32:05,05/02/2021 06:32:07,274979350,275010748,31398,851
6151,04/02/2021 11:56:44,04/02/2021 11:56:45,05/02/2021 11:14:18,05/02/2021 11:14:23,101753491,101829911,76420,1397
6153,05/02/2021 11:51:44,05/02/2021 11:51:48,05/02/2021 15:49:43,05/02/2021 15:49:43,282664921,282675367,10446,237
6175,05/02/2021 14:27:24,05/02/2021 14:27:28,05/02/2021 16:47:01,05/02/2021 16:47:10,275067037,275075411,8374,139
6118,05/02/2021 19:35:46,05/02/2021 19:35:54,06/02/2021 05:05:30,06/02/2021 06:42:14,2225372,2258216,32844,666
6189,05/02/2021 15:25:53,05/02/2021 15:25:56,05/02/2021 23:22:35,06/02/2021 08:52:21,275010766,275034670,23904,1046
6142,06/02/2021 13:30:11,06/02/2021 13:30:15,06/02/2021 17:21:39,06/02/2021 17:22:18,476831,490831,14000,232
6143,06/02/2021 16:04:45,06/02/2021 16:04:48,06/02/2021 20:08:57,06/02/2021 20:09:07,1206452,1220949,14497,244
6182,06/02/2021 09:50:06,06/02/2021 09:50:09,06/02/2021 15:57:34,06/02/2021 16:14:40,273192088,273202617,10529,384
6104,06/02/2021 20:09:49,06/02/2021 20:09:53,06/02/2021 23:43:48,07/02/2021 10:03:30,246228,256231,10003,833
6189,07/02/2021 13:06:21,07/02/2021 13:06:23,07/02/2021 16:28:51,07/02/2021 16:28:53,275034726,275045986,11260,202
6189,07/02/2021 13:06:21,07/02/2021 13:06:23,07/02/2021 16:28:51,07/02/2021 16:28:53,275034726,275045986,11260,202
6189,07/02/2021 13:06:21,07/02/2021 13:06:23,07/02/2021 16:28:51,07/02/2021 16:28:53,275034726,275045986,11260,202
6189,07/02/2021 21:12:26,07/02/2021 21:12:33,08/02/2021 00:13:25,08/02/2021 00:23:24,275045996,275055715,9719,190
6142,08/02/2021 14:37:25,08/02/2021 14:37:29,08/02/2021 22:43:47,09/02/2021 09:59:24,490953,518625,27672,1161
6175,08/02/2021 16:08:27,08/02/2021 16:08:31,08/02/2021 22:10:49,09/02/2021 09:11:35,275075554,275092351,16797,1023
6143,08/02/2021 17:36:25,08/02/2021 17:36:29,08/02/2021 21:47:35,08/02/2021 21:47:46,1221049,1235789,14740,251
6189,08/02/2021 13:30:05,08/02/2021 13:30:07,09/02/2021 06:30:05,09/02/2021 06:30:07,275055742,275087756,32014,1020
6182,08/02/2021 19:50:36,08/02/2021 19:50:40,09/02/2021 00:54:35,09/02/2021 06:34:45,273202739,273216608,13869,644
6143,09/02/2021 12:23:24,09/02/2021 12:23:28,09/02/2021 18:48:52,09/02/2021 18:48:54,1235822,1257236,21414,385
6189,09/02/2021 16:11:30,09/02/2021 16:11:32,10/02/2021 06:25:42,10/02/2021 06:25:44,275087775,275110588,22813,854
6147,10/02/2021 12:55:37,10/02/2021 12:55:40,10/02/2021 16:25:15,10/02/2021 16:25:17,273014,281496,8482,209
6189,10/02/2021 16:07:39,10/02/2021 16:07:41,11/02/2021 06:51:52,11/02/2021 06:51:54,275110607,275130443,19836,884
6170,11/02/2021 06:57:22,11/02/2021 06:57:24,11/02/2021 07:20:04,11/02/2021 07:20:06,55812,57064,1252,22
6143,11/02/2021 09:48:24,11/02/2021 09:48:28,11/02/2021 10:34:24,11/02/2021 10:34:34,1257325,1259893,2568,46
6142,11/02/2021 10:14:36,11/02/2021 10:14:40,11/02/2021 18:37:36,11/02/2021 19:47:35,518757,547430,28673,572
6189,11/02/2021 15:41:39,11/02/2021 15:41:41,12/02/2021 06:48:30,12/02/2021 06:48:32,275130460,275161570,31110,906
6175,11/02/2021 19:13:26,11/02/2021 19:13:31,12/02/2021 02:57:57,12/02/2021 07:58:19,275092468,275119047,26579,764
6112,11/02/2021 13:09:46,11/02/2021 13:09:47,12/02/2021 10:09:53,12/02/2021 10:10:04,141817,217466,75649,1260
6136,12/02/2021 15:26:00,12/02/2021 15:26:02,12/02/2021 18:47:50,12/02/2021 18:47:52,1300346,1311630,11284,201
6182,12/02/2021 18:33:23,12/02/2021 18:33:28,12/02/2021 23:58:26,13/02/2021 06:57:36,273216810,273232018,15208,744
6189,12/02/2021 18:16:41,12/02/2021 18:16:43,13/02/2021 08:59:32,13/02/2021 08:59:34,275161593,275195022,33429,882
6143,13/02/2021 09:54:55,13/02/2021 09:54:59,13/02/2021 15:50:10,13/02/2021 15:50:16,1260002,1281213,21211,355
6147,13/02/2021 10:21:00,13/02/2021 10:21:04,13/02/2021 14:11:58,13/02/2021 14:31:07,281686,289995,8309,250
6187,13/02/2021 10:13:39,13/02/2021 10:13:40,13/02/2021 11:15:57,13/02/2021 11:16:00,37916,41288,3372,62
6148,13/02/2021 14:04:03,13/02/2021 14:04:06,13/02/2021 14:50:26,13/02/2021 14:51:43,122578,125115,2537,47
6151,12/02/2021 17:07:24,12/02/2021 17:07:32,13/02/2021 21:25:50,13/02/2021 21:25:52,101830423,101929536,99113,1698
6136,13/02/2021 21:14:19,13/02/2021 21:14:20,13/02/2021 22:45:06,13/02/2021 22:45:30,1311700,1316496,4796,91
6151,14/02/2021 13:00:59,14/02/2021 13:01:06,14/02/2021 19:16:35,14/02/2021 20:05:25,101929583,101950477,20894,424
6189,14/02/2021 12:32:15,14/02/2021 12:32:17,14/02/2021 15:38:42,14/02/2021 15:38:44,275195077,275205398,10321,186
6189,14/02/2021 16:55:39,14/02/2021 16:55:41,15/02/2021 00:06:55,15/02/2021 07:10:43,275205401,275226772,21371,855
6155,14/02/2021 10:32:33,14/02/2021 10:32:34,15/02/2021 02:30:43,15/02/2021 08:15:42,96,53713,53617,1303
6155,14/02/2021 10:32:33,14/02/2021 10:32:34,15/02/2021 02:30:43,15/02/2021 08:15:42,96,53713,53617,1303
6184,14/02/2021 17:31:49,14/02/2021 17:31:50,15/02/2021 07:01:20,15/02/2021 09:12:14,463680,510269,46589,940
6189,15/02/2021 17:19:35,15/02/2021 17:19:37,16/02/2021 06:49:32,16/02/2021 06:49:34,275226792,275262801,36009,809
6109,16/02/2021 22:24:35,16/02/2021 22:24:36,17/02/2021 02:07:12,17/02/2021 05:53:05,74884,82075,7191,448
6189,16/02/2021 16:44:37,16/02/2021 16:44:39,17/02/2021 06:15:54,17/02/2021 06:15:56,275262820,275291590,28770,811
6104,16/02/2021 19:32:32,16/02/2021 19:32:36,16/02/2021 23:23:14,17/02/2021 06:34:32,256914,267986,11072,662
6118,17/02/2021 10:54:03,17/02/2021 10:54:06,17/02/2021 14:26:28,17/02/2021 15:56:17,2258835,2266665,7830,302
6189,17/02/2021 15:51:44,17/02/2021 15:51:46,17/02/2021 17:02:28,17/02/2021 17:02:30,275291610,275295530,3920,70
6189,17/02/2021 17:13:05,17/02/2021 17:13:07,18/02/2021 07:24:46,18/02/2021 07:24:48,275295531,275323548,28017,851
6118,18/02/2021 08:29:43,18/02/2021 08:29:56,18/02/2021 14:09:23,18/02/2021 14:09:47,2266699,2286547,19848,340
6123,18/02/2021 14:26:18,18/02/2021 14:26:20,18/02/2021 17:44:12,18/02/2021 17:44:21,68705,80656,11951,198
6106,18/02/2021 12:00:32,18/02/2021 12:00:39,18/02/2021 14:08:46,18/02/2021 14:53:58,76100,82700,6600,173
6192,18/02/2021 08:18:32,18/02/2021 08:18:33,18/02/2021 15:08:09,18/02/2021 17:20:00,445,23522,23077,541
6189,18/02/2021 18:04:45,18/02/2021 18:04:47,19/02/2021 06:37:37,19/02/2021 06:37:39,275323570,275353646,30076,752
6107,19/02/2021 12:37:53,19/02/2021 12:37:54,19/02/2021 12:37:55,19/02/2021 12:40:49,79965,79965,0,2
6107,19/02/2021 12:42:05,19/02/2021 12:42:06,19/02/2021 12:42:07,19/02/2021 12:43:25,79965,79965,0,1
6143,19/02/2021 14:06:17,19/02/2021 14:06:21,19/02/2021 19:22:16,19/02/2021 19:22:23,1281508,1300403,18895,316
6109,19/02/2021 19:42:10,19/02/2021 19:42:11,20/02/2021 00:42:05,20/02/2021 08:34:40,82259,90770,8511,772
6118,19/02/2021 20:49:17,19/02/2021 20:49:27,20/02/2021 06:56:45,20/02/2021 08:15:33,2286615,2321665,35050,686
6109,19/02/2021 19:42:10,19/02/2021 19:42:11,20/02/2021 00:42:05,20/02/2021 08:34:40,82259,90770,8511,772
6109,19/02/2021 19:42:10,19/02/2021 19:42:11,20/02/2021 00:42:05,20/02/2021 08:34:40,82259,90770,8511,772
6143,20/02/2021 09:39:23,20/02/2021 09:39:27,20/02/2021 13:36:57,20/02/2021 14:05:24,1300432,1314259,13827,266
6189,19/02/2021 16:33:42,19/02/2021 16:33:44,20/02/2021 03:13:44,20/02/2021 09:50:16,275353665,275386678,33013,1036
6109,21/02/2021 15:30:09,21/02/2021 15:30:10,21/02/2021 18:28:11,21/02/2021 19:48:33,90863,98949,8086,258
6106,21/02/2021 14:22:35,21/02/2021 14:22:40,21/02/2021 16:27:47,21/02/2021 16:35:34,82889,89398,6509,132
6172,21/02/2021 20:41:41,21/02/2021 20:41:42,21/02/2021 21:34:49,21/02/2021 21:34:51,304571387,304574492,3105,53
6189,21/02/2021 17:01:25,21/02/2021 17:01:28,21/02/2021 22:02:20,22/02/2021 06:29:45,275386738,275400993,14255,808
6189,22/02/2021 17:30:51,22/02/2021 17:30:51,22/02/2021 17:30:51,22/02/2021 17:30:53,275401015,275401015,0,0
6155,22/02/2021 16:17:42,22/02/2021 16:17:44,22/02/2021 19:32:51,22/02/2021 19:32:53,54117,57727,3610,195
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6118,28/12/2020 13:13:03,28/12/2020 13:13:06,28/12/2020 16:51:57,28/12/2020 17:29:10,1983462,1991701,8239,256
6189,22/02/2021 17:31:08,22/02/2021 17:31:10,23/02/2021 07:04:48,23/02/2021 07:04:50,275401015,275428334,27319,813
6153,23/02/2021 16:20:05,23/02/2021 16:20:09,23/02/2021 20:25:20,23/02/2021 20:37:06,282676240,282686784,10544,257
6189,23/02/2021 16:08:40,23/02/2021 16:08:42,24/02/2021 06:12:18,24/02/2021 06:12:20,275428351,275453311,24960,843
6147,24/02/2021 09:05:02,24/02/2021 09:05:05,24/02/2021 12:20:07,24/02/2021 13:35:36,290686,298907,8221,270
6111,24/02/2021 11:09:31,24/02/2021 11:09:36,24/02/2021 12:10:04,24/02/2021 12:11:29,106435,108211,1776,61
6183,24/02/2021 16:32:35,24/02/2021 16:32:53,24/02/2021 22:48:14,24/02/2021 22:48:18,304591516,304614070,22554,375
6183,24/02/2021 16:32:35,24/02/2021 16:32:53,24/02/2021 22:48:14,24/02/2021 22:48:18,304591516,304614070,22554,375
6183,24/02/2021 16:32:35,24/02/2021 16:32:53,24/02/2021 22:48:14,24/02/2021 22:48:18,304591516,304614070,22554,375
6189,24/02/2021 16:55:13,24/02/2021 16:55:16,25/02/2021 07:01:50,25/02/2021 07:01:52,275453332,275477936,24604,846
6143,25/02/2021 12:22:44,25/02/2021 12:22:48,25/02/2021 13:27:10,25/02/2021 13:27:22,1314530,1318345,3815,64
6142,25/02/2021 09:59:22,25/02/2021 09:59:23,25/02/2021 12:41:47,25/02/2021 12:41:58,548240,557090,8850,162
6151,24/02/2021 21:12:33,24/02/2021 21:12:34,25/02/2021 12:53:12,25/02/2021 12:53:32,101951167,102004884,53717,940
6189,25/02/2021 13:35:14,25/02/2021 13:35:15,25/02/2021 17:31:08,25/02/2021 17:31:14,275477949,275492046,14097,236
6116,25/02/2021 12:41:33,25/02/2021 12:41:34,25/02/2021 16:08:29,25/02/2021 16:08:52,426162,439188,13026,207
6150,25/02/2021 14:58:53,25/02/2021 14:58:55,25/02/2021 19:37:26,25/02/2021 19:37:28,135474,151787,16313,278
6184,25/02/2021 20:41:06,25/02/2021 20:41:10,26/02/2021 05:24:29,26/02/2021 07:46:21,510790,541624,30834,665
